f_inf (dimensionless),V (millivolt)
0.642053,-24.09
0.641725,-24.08
0.641396,-24.07
0.641067,-24.06
0.640739,-24.05
0.64041,-24.04
0.640081,-24.03
0.639751,-24.02
0.639422,-24.01
0.639093,-24
0.638763,-23.99
0.638433,-23.98
0.638104,-23.97
0.637774,-23.96
0.637444,-23.95
0.637113,-23.94
0.636783,-23.93
0.636453,-23.92
0.636122,-23.91
0.635791,-23.9
0.63546,-23.89
0.635129,-23.88
0.634798,-23.87
0.634467,-23.86
0.634136,-23.85
0.633804,-23.84
0.633472,-23.83
0.633141,-23.82
0.632809,-23.81
0.632477,-23.8
0.632145,-23.79
0.631812,-23.78
0.63148,-23.77
0.631148,-23.76
0.630815,-23.75
0.630482,-23.74
0.630149,-23.73
0.629816,-23.72
0.629483,-23.71
0.62915,-23.7
0.628816,-23.69
0.628483,-23.68
0.628149,-23.67
0.627816,-23.66
0.627482,-23.65
0.627148,-23.64
0.626814,-23.63
0.626479,-23.62
0.626145,-23.61
0.625811,-23.6
0.625476,-23.59
0.625141,-23.58
0.624806,-23.57
0.624472,-23.56
0.624136,-23.55
0.623801,-23.54
0.623466,-23.53
0.623131,-23.52
0.622795,-23.51
0.622459,-23.5
0.622124,-23.49
0.621788,-23.48
0.621452,-23.47
0.621116,-23.46
0.620779,-23.45
0.620443,-23.44
0.620106,-23.43
0.61977,-23.42
0.619433,-23.41
0.619096,-23.4
0.618759,-23.39
0.618422,-23.38
0.618085,-23.37
0.617748,-23.36
0.61741,-23.35
0.617073,-23.34
0.616735,-23.33
0.616398,-23.32
0.61606,-23.31
0.615722,-23.3
0.615384,-23.29
0.615046,-23.28
0.614707,-23.27
0.614369,-23.26
0.61403,-23.25
0.613692,-23.24
0.613353,-23.23
0.613014,-23.22
0.612675,-23.21
0.612336,-23.2
0.611997,-23.19
0.611658,-23.18
0.611318,-23.17
0.610979,-23.16
0.610639,-23.15
0.6103,-23.14
0.60996,-23.13
0.60962,-23.12
0.60928,-23.11
0.60894,-23.1
0.608599,-23.09
0.608259,-23.08
0.607919,-23.07
0.607578,-23.06
0.607237,-23.05
0.606897,-23.04
0.606556,-23.03
0.606215,-23.02
0.605874,-23.01
0.605532,-23
0.605191,-22.99
0.60485,-22.98
0.604508,-22.97
0.604167,-22.96
0.603825,-22.95
0.603483,-22.94
0.603141,-22.93
0.602799,-22.92
0.602457,-22.91
0.602115,-22.9
0.601773,-22.89
0.60143,-22.88
0.601088,-22.87
0.600745,-22.86
0.600403,-22.85
0.60006,-22.84
0.599717,-22.83
0.599374,-22.82
0.599031,-22.81
0.598688,-22.8
0.598344,-22.79
0.598001,-22.78
0.597658,-22.77
0.597314,-22.76
0.59697,-22.75
0.596627,-22.74
0.596283,-22.73
0.595939,-22.72
0.595595,-22.71
0.595251,-22.7
0.594906,-22.69
0.594562,-22.68
0.594218,-22.67
0.593873,-22.66
0.593529,-22.65
0.593184,-22.64
0.592839,-22.63
0.592494,-22.62
0.592149,-22.61
0.591804,-22.6
0.591459,-22.59
0.591114,-22.58
0.590768,-22.57
0.590423,-22.56
0.590077,-22.55
0.589732,-22.54
0.589386,-22.53
0.58904,-22.52
0.588695,-22.51
0.588349,-22.5
0.588003,-22.49
0.587656,-22.48
0.58731,-22.47
0.586964,-22.46
0.586618,-22.45
0.586271,-22.44
0.585925,-22.43
0.585578,-22.42
0.585231,-22.41
0.584884,-22.4
0.584537,-22.39
0.584191,-22.38
0.583843,-22.37
0.583496,-22.36
0.583149,-22.35
0.582802,-22.34
0.582454,-22.33
0.582107,-22.32
0.581759,-22.31
0.581412,-22.3
0.581064,-22.29
0.580716,-22.28
0.580368,-22.27
0.58002,-22.26
0.579672,-22.25
0.579324,-22.24
0.578976,-22.23
0.578628,-22.22
0.578279,-22.21
0.577931,-22.2
0.577583,-22.19
0.577234,-22.18
0.576885,-22.17
0.576537,-22.16
0.576188,-22.15
0.575839,-22.14
0.57549,-22.13
0.575141,-22.12
0.574792,-22.11
0.574443,-22.1
0.574093,-22.09
0.573744,-22.08
0.573395,-22.07
0.573045,-22.06
0.572695,-22.05
0.572346,-22.04
0.571996,-22.03
0.571646,-22.02
0.571297,-22.01
0.570947,-22
0.570597,-21.99
0.570247,-21.98
0.569896,-21.97
0.569546,-21.96
0.569196,-21.95
0.568846,-21.94
0.568495,-21.93
0.568145,-21.92
0.567794,-21.91
0.567444,-21.9
0.567093,-21.89
0.566742,-21.88
0.566391,-21.87
0.56604,-21.86
0.56569,-21.85
0.565339,-21.84
0.564987,-21.83
0.564636,-21.82
0.564285,-21.81
0.563934,-21.8
0.563582,-21.79
0.563231,-21.78
0.56288,-21.77
0.562528,-21.76
0.562177,-21.75
0.561825,-21.74
0.561473,-21.73
0.561121,-21.72
0.56077,-21.71
0.560418,-21.7
0.560066,-21.69
0.559714,-21.68
0.559362,-21.67
0.559009,-21.66
0.558657,-21.65
0.558305,-21.64
0.557953,-21.63
0.5576,-21.62
0.557248,-21.61
0.556895,-21.6
0.556543,-21.59
0.55619,-21.58
0.555838,-21.57
0.555485,-21.56
0.555132,-21.55
0.554779,-21.54
0.554426,-21.53
0.554073,-21.52
0.55372,-21.51
0.553367,-21.5
0.553014,-21.49
0.552661,-21.48
0.552308,-21.47
0.551955,-21.46
0.551601,-21.45
0.551248,-21.44
0.550895,-21.43
0.550541,-21.42
0.550188,-21.41
0.549834,-21.4
0.54948,-21.39
0.549127,-21.38
0.548773,-21.37
0.548419,-21.36
0.548065,-21.35
0.547712,-21.34
0.547358,-21.33
0.547004,-21.32
0.54665,-21.31
0.546296,-21.3
0.545941,-21.29
0.545587,-21.28
0.545233,-21.27
0.544879,-21.26
0.544525,-21.25
0.54417,-21.24
0.543816,-21.23
0.543461,-21.22
0.543107,-21.21
0.542752,-21.2
0.542398,-21.19
0.542043,-21.18
0.541689,-21.17
0.541334,-21.16
0.540979,-21.15
0.540625,-21.14
0.54027,-21.13
0.539915,-21.12
0.53956,-21.11
0.539205,-21.1
0.53885,-21.09
0.538495,-21.08
0.53814,-21.07
0.537785,-21.06
0.53743,-21.05
0.537075,-21.04
0.536719,-21.03
0.536364,-21.02
0.536009,-21.01
0.535654,-21
0.535298,-20.99
0.534943,-20.98
0.534588,-20.97
0.534232,-20.96
0.533877,-20.95
0.533521,-20.94
0.533166,-20.93
0.53281,-20.92
0.532454,-20.91
0.532099,-20.9
0.531743,-20.89
0.531387,-20.88
0.531031,-20.87
0.530676,-20.86
0.53032,-20.85
0.529964,-20.84
0.529608,-20.83
0.529252,-20.82
0.528896,-20.81
0.52854,-20.8
0.528184,-20.79
0.527828,-20.78
0.527472,-20.77
0.527116,-20.76
0.52676,-20.75
0.526404,-20.74
0.526048,-20.73
0.525692,-20.72
0.525335,-20.71
0.524979,-20.7
0.524623,-20.69
0.524267,-20.68
0.52391,-20.67
0.523554,-20.66
0.523198,-20.65
0.522841,-20.64
0.522485,-20.63
0.522128,-20.62
0.521772,-20.61
0.521415,-20.6
0.521059,-20.59
0.520702,-20.58
0.520346,-20.57
0.519989,-20.56
0.519633,-20.55
0.519276,-20.54
0.51892,-20.53
0.518563,-20.52
0.518206,-20.51
0.51785,-20.5
0.517493,-20.49
0.517136,-20.48
0.516779,-20.47
0.516423,-20.46
0.516066,-20.45
0.515709,-20.44
0.515352,-20.43
0.514996,-20.42
0.514639,-20.41
0.514282,-20.4
0.513925,-20.39
0.513568,-20.38
0.513211,-20.37
0.512854,-20.36
0.512497,-20.35
0.51214,-20.34
0.511784,-20.33
0.511427,-20.32
0.51107,-20.31
0.510713,-20.3
0.510356,-20.29
0.509999,-20.28
0.509642,-20.27
0.509285,-20.26
0.508928,-20.25
0.508571,-20.24
0.508214,-20.23
0.507856,-20.22
0.507499,-20.21
0.507142,-20.2
0.506785,-20.19
0.506428,-20.18
0.506071,-20.17
0.505714,-20.16
0.505357,-20.15
0.505,-20.14
0.504643,-20.13
0.504286,-20.12
0.503928,-20.11
0.503571,-20.1
0.503214,-20.09
0.502857,-20.08
0.5025,-20.07
0.502143,-20.06
0.501786,-20.05
0.501429,-20.04
0.501071,-20.03
0.500714,-20.02
0.500357,-20.01
0.5,-20
0.499643,-19.99
0.499286,-19.98
0.498929,-19.97
0.498571,-19.96
0.498214,-19.95
0.497857,-19.94
0.4975,-19.93
0.497143,-19.92
0.496786,-19.91
0.496429,-19.9
0.496072,-19.89
0.495714,-19.88
0.495357,-19.87
0.495,-19.86
0.494643,-19.85
0.494286,-19.84
0.493929,-19.83
0.493572,-19.82
0.493215,-19.81
0.492858,-19.8
0.492501,-19.79
0.492144,-19.78
0.491786,-19.77
0.491429,-19.76
0.491072,-19.75
0.490715,-19.74
0.490358,-19.73
0.490001,-19.72
0.489644,-19.71
0.489287,-19.7
0.48893,-19.69
0.488573,-19.68
0.488216,-19.67
0.48786,-19.66
0.487503,-19.65
0.487146,-19.64
0.486789,-19.63
0.486432,-19.62
0.486075,-19.61
0.485718,-19.6
0.485361,-19.59
0.485004,-19.58
0.484648,-19.57
0.484291,-19.56
0.483934,-19.55
0.483577,-19.54
0.483221,-19.53
0.482864,-19.52
0.482507,-19.51
0.48215,-19.5
0.481794,-19.49
0.481437,-19.48
0.48108,-19.47
0.480724,-19.46
0.480367,-19.45
0.480011,-19.44
0.479654,-19.43
0.479298,-19.42
0.478941,-19.41
0.478585,-19.4
0.478228,-19.39
0.477872,-19.38
0.477515,-19.37
0.477159,-19.36
0.476802,-19.35
0.476446,-19.34
0.47609,-19.33
0.475733,-19.32
0.475377,-19.31
0.475021,-19.3
0.474665,-19.29
0.474308,-19.28
0.473952,-19.27
0.473596,-19.26
0.47324,-19.25
0.472884,-19.24
0.472528,-19.23
0.472172,-19.22
0.471816,-19.21
0.47146,-19.2
0.471104,-19.19
0.470748,-19.18
0.470392,-19.17
0.470036,-19.16
0.46968,-19.15
0.469324,-19.14
0.468969,-19.13
0.468613,-19.12
0.468257,-19.11
0.467901,-19.1
0.467546,-19.09
0.46719,-19.08
0.466834,-19.07
0.466479,-19.06
0.466123,-19.05
0.465768,-19.04
0.465412,-19.03
0.465057,-19.02
0.464702,-19.01
0.464346,-19
0.463991,-18.99
0.463636,-18.98
0.463281,-18.97
0.462925,-18.96
0.46257,-18.95
0.462215,-18.94
0.46186,-18.93
0.461505,-18.92
0.46115,-18.91
0.460795,-18.9
0.46044,-18.89
0.460085,-18.88
0.45973,-18.87
0.459375,-18.86
0.459021,-18.85
0.458666,-18.84
0.458311,-18.83
0.457957,-18.82
0.457602,-18.81
0.457248,-18.8
0.456893,-18.79
0.456539,-18.78
0.456184,-18.77
0.45583,-18.76
0.455475,-18.75
0.455121,-18.74
0.454767,-18.73
0.454413,-18.72
0.454059,-18.71
0.453704,-18.7
0.45335,-18.69
0.452996,-18.68
0.452642,-18.67
0.452288,-18.66
0.451935,-18.65
0.451581,-18.64
0.451227,-18.63
0.450873,-18.62
0.45052,-18.61
0.450166,-18.6
0.449812,-18.59
0.449459,-18.58
0.449105,-18.57
0.448752,-18.56
0.448399,-18.55
0.448045,-18.54
0.447692,-18.53
0.447339,-18.52
0.446986,-18.51
0.446633,-18.5
0.44628,-18.49
0.445927,-18.48
0.445574,-18.47
0.445221,-18.46
0.444868,-18.45
0.444515,-18.44
0.444162,-18.43
0.44381,-18.42
0.443457,-18.41
0.443105,-18.4
0.442752,-18.39
0.4424,-18.38
0.442047,-18.37
0.441695,-18.36
0.441343,-18.35
0.440991,-18.34
0.440638,-18.33
0.440286,-18.32
0.439934,-18.31
0.439582,-18.3
0.43923,-18.29
0.438879,-18.28
0.438527,-18.27
0.438175,-18.26
0.437823,-18.25
0.437472,-18.24
0.43712,-18.23
0.436769,-18.22
0.436418,-18.21
0.436066,-18.2
0.435715,-18.19
0.435364,-18.18
0.435013,-18.17
0.434661,-18.16
0.43431,-18.15
0.43396,-18.14
0.433609,-18.13
0.433258,-18.12
0.432907,-18.11
0.432556,-18.1
0.432206,-18.09
0.431855,-18.08
0.431505,-18.07
0.431154,-18.06
0.430804,-18.05
0.430454,-18.04
0.430104,-18.03
0.429753,-18.02
0.429403,-18.01
0.429053,-18
0.428703,-17.99
0.428354,-17.98
0.428004,-17.97
0.427654,-17.96
0.427305,-17.95
0.426955,-17.94
0.426605,-17.93
0.426256,-17.92
0.425907,-17.91
0.425557,-17.9
0.425208,-17.89
0.424859,-17.88
0.42451,-17.87
0.424161,-17.86
0.423812,-17.85
0.423463,-17.84
0.423115,-17.83
0.422766,-17.82
0.422417,-17.81
0.422069,-17.8
0.421721,-17.79
0.421372,-17.78
0.421024,-17.77
0.420676,-17.76
0.420328,-17.75
0.41998,-17.74
0.419632,-17.73
0.419284,-17.72
0.418936,-17.71
0.418588,-17.7
0.418241,-17.69
0.417893,-17.68
0.417546,-17.67
0.417198,-17.66
0.416851,-17.65
0.416504,-17.64
0.416157,-17.63
0.415809,-17.62
0.415463,-17.61
0.415116,-17.6
0.414769,-17.59
0.414422,-17.58
0.414075,-17.57
0.413729,-17.56
0.413382,-17.55
0.413036,-17.54
0.41269,-17.53
0.412344,-17.52
0.411997,-17.51
0.411651,-17.5
0.411305,-17.49
0.41096,-17.48
0.410614,-17.47
0.410268,-17.46
0.409923,-17.45
0.409577,-17.44
0.409232,-17.43
0.408886,-17.42
0.408541,-17.41
0.408196,-17.4
0.407851,-17.39
0.407506,-17.38
0.407161,-17.37
0.406816,-17.36
0.406471,-17.35
0.406127,-17.34
0.405782,-17.33
0.405438,-17.32
0.405094,-17.31
0.404749,-17.3
0.404405,-17.29
0.404061,-17.28
0.403717,-17.27
0.403373,-17.26
0.40303,-17.25
0.402686,-17.24
0.402342,-17.23
0.401999,-17.22
0.401656,-17.21
0.401312,-17.2
0.400969,-17.19
0.400626,-17.18
0.400283,-17.17
0.39994,-17.16
0.399597,-17.15
0.399255,-17.14
0.398912,-17.13
0.39857,-17.12
0.398227,-17.11
0.397885,-17.1
0.397543,-17.09
0.397201,-17.08
0.396859,-17.07
0.396517,-17.06
0.396175,-17.05
0.395833,-17.04
0.395492,-17.03
0.39515,-17.02
0.394809,-17.01
0.394468,-17
0.394126,-16.99
0.393785,-16.98
0.393444,-16.97
0.393103,-16.96
0.392763,-16.95
0.392422,-16.94
0.392081,-16.93
0.391741,-16.92
0.391401,-16.91
0.39106,-16.9
0.39072,-16.89
0.39038,-16.88
0.39004,-16.87
0.3897,-16.86
0.389361,-16.85
0.389021,-16.84
0.388682,-16.83
0.388342,-16.82
0.388003,-16.81
0.387664,-16.8
0.387325,-16.79
0.386986,-16.78
0.386647,-16.77
0.386308,-16.76
0.38597,-16.75
0.385631,-16.74
0.385293,-16.73
0.384954,-16.72
0.384616,-16.71
0.384278,-16.7
0.38394,-16.69
0.383602,-16.68
0.383265,-16.67
0.382927,-16.66
0.38259,-16.65
0.382252,-16.64
0.381915,-16.63
0.381578,-16.62
0.381241,-16.61
0.380904,-16.6
0.380567,-16.59
0.38023,-16.58
0.379894,-16.57
0.379557,-16.56
0.379221,-16.55
0.378884,-16.54
0.378548,-16.53
0.378212,-16.52
0.377876,-16.51
0.377541,-16.5
0.377205,-16.49
0.376869,-16.48
0.376534,-16.47
0.376199,-16.46
0.375864,-16.45
0.375528,-16.44
0.375194,-16.43
0.374859,-16.42
0.374524,-16.41
0.374189,-16.4
0.373855,-16.39
0.373521,-16.38
0.373186,-16.37
0.372852,-16.36
0.372518,-16.35
0.372184,-16.34
0.371851,-16.33
0.371517,-16.32
0.371184,-16.31
0.37085,-16.3
0.370517,-16.29
0.370184,-16.28
0.369851,-16.27
0.369518,-16.26
0.369185,-16.25
0.368852,-16.24
0.36852,-16.23
0.368188,-16.22
0.367855,-16.21
0.367523,-16.2
0.367191,-16.19
0.366859,-16.18
0.366528,-16.17
0.366196,-16.16
0.365864,-16.15
0.365533,-16.14
0.365202,-16.13
0.364871,-16.12
0.36454,-16.11
0.364209,-16.1
0.363878,-16.09
0.363547,-16.08
0.363217,-16.07
0.362887,-16.06
0.362556,-16.05
0.362226,-16.04
0.361896,-16.03
0.361567,-16.02
0.361237,-16.01
0.360907,-16
0.360578,-15.99
0.360249,-15.98
0.359919,-15.97
0.35959,-15.96
0.359261,-15.95
0.358933,-15.94
0.358604,-15.93
0.358275,-15.92
0.357947,-15.91
0.357619,-15.9
0.357291,-15.89
0.356963,-15.88
0.356635,-15.87
0.356307,-15.86
0.35598,-15.85
0.355652,-15.84
0.355325,-15.83
0.354998,-15.82
0.354671,-15.81
0.354344,-15.8
0.354017,-15.79
0.35369,-15.78
0.353364,-15.77
0.353037,-15.76
0.352711,-15.75
0.352385,-15.74
0.352059,-15.73
0.351733,-15.72
0.351408,-15.71
0.351082,-15.7
0.350757,-15.69
0.350432,-15.68
0.350106,-15.67
0.349781,-15.66
0.349457,-15.65
0.349132,-15.64
0.348807,-15.63
0.348483,-15.62
0.348159,-15.61
0.347835,-15.6
0.347511,-15.59
0.347187,-15.58
0.346863,-15.57
0.346539,-15.56
0.346216,-15.55
0.345893,-15.54
0.34557,-15.53
0.345247,-15.52
0.344924,-15.51
0.344601,-15.5
0.344278,-15.49
0.343956,-15.48
0.343634,-15.47
0.343312,-15.46
0.34299,-15.45
0.342668,-15.44
0.342346,-15.43
0.342024,-15.42
0.341703,-15.41
0.341382,-15.4
0.341061,-15.39
0.34074,-15.38
0.340419,-15.37
0.340098,-15.36
0.339778,-15.35
0.339457,-15.34
0.339137,-15.33
0.338817,-15.32
0.338497,-15.31
0.338177,-15.3
0.337857,-15.29
0.337538,-15.28
0.337218,-15.27
0.336899,-15.26
0.33658,-15.25
0.336261,-15.24
0.335943,-15.23
0.335624,-15.22
0.335305,-15.21
0.334987,-15.2
0.334669,-15.19
0.334351,-15.18
0.334033,-15.17
0.333715,-15.16
0.333398,-15.15
0.33308,-15.14
0.332763,-15.13
0.332446,-15.12
0.332129,-15.11
0.331812,-15.1
0.331496,-15.09
0.331179,-15.08
0.330863,-15.07
0.330547,-15.06
0.33023,-15.05
0.329915,-15.04
0.329599,-15.03
0.329283,-15.02
0.328968,-15.01
0.328653,-15
0.328337,-14.99
0.328022,-14.98
0.327708,-14.97
0.327393,-14.96
0.327078,-14.95
0.326764,-14.94
0.32645,-14.93
0.326136,-14.92
0.325822,-14.91
0.325508,-14.9
0.325195,-14.89
0.324881,-14.88
0.324568,-14.87
0.324255,-14.86
0.323942,-14.85
0.323629,-14.84
0.323317,-14.83
0.323004,-14.82
0.322692,-14.81
0.32238,-14.8
0.322068,-14.79
0.321756,-14.78
0.321444,-14.77
0.321133,-14.76
0.320821,-14.75
0.32051,-14.74
0.320199,-14.73
0.319888,-14.72
0.319577,-14.71
0.319267,-14.7
0.318957,-14.69
0.318646,-14.68
0.318336,-14.67
0.318026,-14.66
0.317717,-14.65
0.317407,-14.64
0.317097,-14.63
0.316788,-14.62
0.316479,-14.61
0.31617,-14.6
0.315861,-14.59
0.315553,-14.58
0.315244,-14.57
0.314936,-14.56
0.314628,-14.55
0.31432,-14.54
0.314012,-14.53
0.313704,-14.52
0.313397,-14.51
0.31309,-14.5
0.312782,-14.49
0.312475,-14.48
0.312169,-14.47
0.311862,-14.46
0.311556,-14.45
0.311249,-14.44
0.310943,-14.43
0.310637,-14.42
0.310331,-14.41
0.310026,-14.4
0.30972,-14.39
0.309415,-14.38
0.30911,-14.37
0.308805,-14.36
0.3085,-14.35
0.308195,-14.34
0.30789,-14.33
0.307586,-14.32
0.307282,-14.31
0.306978,-14.3
0.306674,-14.29
0.30637,-14.28
0.306067,-14.27
0.305764,-14.26
0.30546,-14.25
0.305158,-14.24
0.304855,-14.23
0.304552,-14.22
0.30425,-14.21
0.303947,-14.2
0.303645,-14.19
0.303343,-14.18
0.303041,-14.17
0.30274,-14.16
0.302438,-14.15
0.302137,-14.14
0.301836,-14.13
0.301535,-14.12
0.301234,-14.11
0.300933,-14.1
0.300633,-14.09
0.300333,-14.08
0.300033,-14.07
0.299733,-14.06
0.299433,-14.05
0.299133,-14.04
0.298834,-14.03
0.298535,-14.02
0.298236,-14.01
0.297937,-14
0.297638,-13.99
0.297339,-13.98
0.297041,-13.97
0.296743,-13.96
0.296445,-13.95
0.296147,-13.94
0.295849,-13.93
0.295552,-13.92
0.295254,-13.91
0.294957,-13.9
0.29466,-13.89
0.294363,-13.88
0.294067,-13.87
0.29377,-13.86
0.293474,-13.85
0.293178,-13.84
0.292882,-13.83
0.292586,-13.82
0.29229,-13.81
0.291995,-13.8
0.2917,-13.79
0.291405,-13.78
0.29111,-13.77
0.290815,-13.76
0.290521,-13.75
0.290226,-13.74
0.289932,-13.73
0.289638,-13.72
0.289344,-13.71
0.28905,-13.7
0.288757,-13.69
0.288464,-13.68
0.288171,-13.67
0.287878,-13.66
0.287585,-13.65
0.287292,-13.64
0.287,-13.63
0.286708,-13.62
0.286416,-13.61
0.286124,-13.6
0.285832,-13.59
0.28554,-13.58
0.285249,-13.57
0.284958,-13.56
0.284667,-13.55
0.284376,-13.54
0.284085,-13.53
0.283795,-13.52
0.283505,-13.51
0.283215,-13.5
0.282925,-13.49
0.282635,-13.48
0.282345,-13.47
0.282056,-13.46
0.281767,-13.45
0.281478,-13.44
0.281189,-13.43
0.2809,-13.42
0.280612,-13.41
0.280324,-13.4
0.280035,-13.39
0.279748,-13.38
0.27946,-13.37
0.279172,-13.36
0.278885,-13.35
0.278598,-13.34
0.278311,-13.33
0.278024,-13.32
0.277737,-13.31
0.277451,-13.3
0.277164,-13.29
0.276878,-13.28
0.276592,-13.27
0.276307,-13.26
0.276021,-13.25
0.275736,-13.24
0.27545,-13.23
0.275165,-13.22
0.274881,-13.21
0.274596,-13.2
0.274311,-13.19
0.274027,-13.18
0.273743,-13.17
0.273459,-13.16
0.273175,-13.15
0.272892,-13.14
0.272608,-13.13
0.272325,-13.12
0.272042,-13.11
0.271759,-13.1
0.271477,-13.09
0.271194,-13.08
0.270912,-13.07
0.27063,-13.06
0.270348,-13.05
0.270066,-13.04
0.269785,-13.03
0.269504,-13.02
0.269222,-13.01
0.268941,-13
0.268661,-12.99
0.26838,-12.98
0.2681,-12.97
0.267819,-12.96
0.267539,-12.95
0.26726,-12.94
0.26698,-12.93
0.2667,-12.92
0.266421,-12.91
0.266142,-12.9
0.265863,-12.89
0.265584,-12.88
0.265306,-12.87
0.265027,-12.86
0.264749,-12.85
0.264471,-12.84
0.264193,-12.83
0.263916,-12.82
0.263638,-12.81
0.263361,-12.8
0.263084,-12.79
0.262807,-12.78
0.262531,-12.77
0.262254,-12.76
0.261978,-12.75
0.261702,-12.74
0.261426,-12.73
0.26115,-12.72
0.260874,-12.71
0.260599,-12.7
0.260324,-12.69
0.260049,-12.68
0.259774,-12.67
0.2595,-12.66
0.259225,-12.65
0.258951,-12.64
0.258677,-12.63
0.258403,-12.62
0.258129,-12.61
0.257856,-12.6
0.257583,-12.59
0.257309,-12.58
0.257037,-12.57
0.256764,-12.56
0.256491,-12.55
0.256219,-12.54
0.255947,-12.53
0.255675,-12.52
0.255403,-12.51
0.255132,-12.5
0.25486,-12.49
0.254589,-12.48
0.254318,-12.47
0.254047,-12.46
0.253776,-12.45
0.253506,-12.44
0.253236,-12.43
0.252966,-12.42
0.252696,-12.41
0.252426,-12.4
0.252157,-12.39
0.251887,-12.38
0.251618,-12.37
0.251349,-12.36
0.251081,-12.35
0.250812,-12.34
0.250544,-12.33
0.250276,-12.32
0.250008,-12.31
0.24974,-12.3
0.249472,-12.29
0.249205,-12.28
0.248938,-12.27
0.248671,-12.26
0.248404,-12.25
0.248137,-12.24
0.247871,-12.23
0.247605,-12.22
0.247339,-12.21
0.247073,-12.2
0.246807,-12.19
0.246542,-12.18
0.246276,-12.17
0.246011,-12.16
0.245746,-12.15
0.245482,-12.14
0.245217,-12.13
0.244953,-12.12
0.244689,-12.11
0.244425,-12.1
0.244161,-12.09
0.243898,-12.08
0.243634,-12.07
0.243371,-12.06
0.243108,-12.05
0.242845,-12.04
0.242583,-12.03
0.24232,-12.02
0.242058,-12.01
0.241796,-12
0.241534,-11.99
0.241273,-11.98
0.241011,-11.97
0.24075,-11.96
0.240489,-11.95
0.240228,-11.94
0.239968,-11.93
0.239707,-11.92
0.239447,-11.91
0.239187,-11.9
0.238927,-11.89
0.238667,-11.88
0.238408,-11.87
0.238149,-11.86
0.237889,-11.85
0.237631,-11.84
0.237372,-11.83
0.237113,-11.82
0.236855,-11.81
0.236597,-11.8
0.236339,-11.79
0.236081,-11.78
0.235824,-11.77
0.235566,-11.76
0.235309,-11.75
0.235052,-11.74
0.234795,-11.73
0.234539,-11.72
0.234282,-11.71
0.234026,-11.7
0.23377,-11.69
0.233515,-11.68
0.233259,-11.67
0.233004,-11.66
0.232748,-11.65
0.232493,-11.64
0.232238,-11.63
0.231984,-11.62
0.231729,-11.61
0.231475,-11.6
0.231221,-11.59
0.230967,-11.58
0.230714,-11.57
0.23046,-11.56
0.230207,-11.55
0.229954,-11.54
0.229701,-11.53
0.229448,-11.52
0.229196,-11.51
0.228944,-11.5
0.228692,-11.49
0.22844,-11.48
0.228188,-11.47
0.227936,-11.46
0.227685,-11.45
0.227434,-11.44
0.227183,-11.43
0.226932,-11.42
0.226682,-11.41
0.226432,-11.4
0.226181,-11.39
0.225931,-11.38
0.225682,-11.37
0.225432,-11.36
0.225183,-11.35
0.224934,-11.34
0.224685,-11.33
0.224436,-11.32
0.224187,-11.31
0.223939,-11.3
0.223691,-11.29
0.223443,-11.28
0.223195,-11.27
0.222948,-11.26
0.2227,-11.25
0.222453,-11.24
0.222206,-11.23
0.221959,-11.22
0.221713,-11.21
0.221466,-11.2
0.22122,-11.19
0.220974,-11.18
0.220728,-11.17
0.220482,-11.16
0.220237,-11.15
0.219992,-11.14
0.219747,-11.13
0.219502,-11.12
0.219257,-11.11
0.219013,-11.1
0.218769,-11.09
0.218524,-11.08
0.218281,-11.07
0.218037,-11.06
0.217793,-11.05
0.21755,-11.04
0.217307,-11.03
0.217064,-11.02
0.216822,-11.01
0.216579,-11
0.216337,-10.99
0.216095,-10.98
0.215853,-10.97
0.215611,-10.96
0.21537,-10.95
0.215128,-10.94
0.214887,-10.93
0.214646,-10.92
0.214406,-10.91
0.214165,-10.9
0.213925,-10.89
0.213685,-10.88
0.213445,-10.87
0.213205,-10.86
0.212965,-10.85
0.212726,-10.84
0.212487,-10.83
0.212248,-10.82
0.212009,-10.81
0.211771,-10.8
0.211532,-10.79
0.211294,-10.78
0.211056,-10.77
0.210818,-10.76
0.210581,-10.75
0.210343,-10.74
0.210106,-10.73
0.209869,-10.72
0.209632,-10.71
0.209396,-10.7
0.209159,-10.69
0.208923,-10.68
0.208687,-10.67
0.208451,-10.66
0.208216,-10.65
0.20798,-10.64
0.207745,-10.63
0.20751,-10.62
0.207275,-10.61
0.207041,-10.6
0.206806,-10.59
0.206572,-10.58
0.206338,-10.57
0.206104,-10.56
0.20587,-10.55
0.205637,-10.54
0.205404,-10.53
0.205171,-10.52
0.204938,-10.51
0.204705,-10.5
0.204473,-10.49
0.20424,-10.48
0.204008,-10.47
0.203776,-10.46
0.203545,-10.45
0.203313,-10.44
0.203082,-10.43
0.202851,-10.42
0.20262,-10.41
0.202389,-10.4
0.202159,-10.39
0.201928,-10.38
0.201698,-10.37
0.201468,-10.36
0.201239,-10.35
0.201009,-10.34
0.20078,-10.33
0.200551,-10.32
0.200322,-10.31
0.200093,-10.3
0.199864,-10.29
0.199636,-10.28
0.199408,-10.27
0.19918,-10.26
0.198952,-10.25
0.198724,-10.24
0.198497,-10.23
0.19827,-10.22
0.198043,-10.21
0.197816,-10.2
0.19759,-10.19
0.197363,-10.18
0.197137,-10.17
0.196911,-10.16
0.196685,-10.15
0.196459,-10.14
0.196234,-10.13
0.196009,-10.12
0.195784,-10.11
0.195559,-10.1
0.195334,-10.09
