Figure_2A | d_inf (dimensionless),Figure_2A | V (millivolt)
0.00346582,-47.46
0.00347043,-47.45
0.00347505,-47.44
0.00347967,-47.43
0.00348429,-47.42
0.00348892,-47.41
0.00349356,-47.4
0.00349821,-47.39
0.00350286,-47.38
0.00350752,-47.37
0.00351218,-47.36
0.00351685,-47.35
0.00352153,-47.34
0.00352621,-47.33
0.0035309,-47.32
0.00353559,-47.31
0.00354029,-47.3
0.003545,-47.29
0.00354971,-47.28
0.00355443,-47.27
0.00355915,-47.26
0.00356389,-47.25
0.00356862,-47.24
0.00357337,-47.23
0.00357812,-47.22
0.00358288,-47.21
0.00358764,-47.2
0.00359241,-47.19
0.00359719,-47.18
0.00360197,-47.17
0.00360676,-47.16
0.00361155,-47.15
0.00361635,-47.14
0.00362116,-47.13
0.00362597,-47.12
0.00363079,-47.11
0.00363562,-47.1
0.00364045,-47.09
0.00364529,-47.08
0.00365014,-47.07
0.00365499,-47.06
0.00365985,-47.05
0.00366471,-47.04
0.00366959,-47.03
0.00367446,-47.02
0.00367935,-47.01
0.00368424,-47
0.00368914,-46.99
0.00369404,-46.98
0.00369895,-46.97
0.00370387,-46.96
0.00370879,-46.95
0.00371372,-46.94
0.00371866,-46.93
0.0037236,-46.92
0.00372855,-46.91
0.00373351,-46.9
0.00373847,-46.89
0.00374344,-46.88
0.00374842,-46.87
0.0037534,-46.86
0.00375839,-46.85
0.00376338,-46.84
0.00376838,-46.83
0.00377339,-46.82
0.00377841,-46.81
0.00378343,-46.8
0.00378846,-46.79
0.0037935,-46.78
0.00379854,-46.77
0.00380359,-46.76
0.00380864,-46.75
0.0038137,-46.74
0.00381877,-46.73
0.00382385,-46.72
0.00382893,-46.71
0.00383402,-46.7
0.00383912,-46.69
0.00384422,-46.68
0.00384933,-46.67
0.00385444,-46.66
0.00385957,-46.65
0.0038647,-46.64
0.00386983,-46.63
0.00387498,-46.62
0.00388013,-46.61
0.00388528,-46.6
0.00389045,-46.59
0.00389562,-46.58
0.00390079,-46.57
0.00390598,-46.56
0.00391117,-46.55
0.00391637,-46.54
0.00392157,-46.53
0.00392678,-46.52
0.003932,-46.51
0.00393723,-46.5
0.00394246,-46.49
0.0039477,-46.48
0.00395295,-46.47
0.0039582,-46.46
0.00396346,-46.45
0.00396873,-46.44
0.003974,-46.43
0.00397928,-46.42
0.00398457,-46.41
0.00398987,-46.4
0.00399517,-46.39
0.00400048,-46.38
0.00400579,-46.37
0.00401112,-46.36
0.00401645,-46.35
0.00402178,-46.34
0.00402713,-46.33
0.00403248,-46.32
0.00403784,-46.31
0.0040432,-46.3
0.00404858,-46.29
0.00405396,-46.28
0.00405934,-46.27
0.00406474,-46.26
0.00407014,-46.25
0.00407555,-46.24
0.00408096,-46.23
0.00408638,-46.22
0.00409181,-46.21
0.00409725,-46.2
0.0041027,-46.19
0.00410815,-46.18
0.00411361,-46.17
0.00411907,-46.16
0.00412454,-46.15
0.00413002,-46.14
0.00413551,-46.13
0.00414101,-46.12
0.00414651,-46.11
0.00415202,-46.1
0.00415754,-46.09
0.00416306,-46.08
0.00416859,-46.07
0.00417413,-46.06
0.00417968,-46.05
0.00418523,-46.04
0.00419079,-46.03
0.00419636,-46.02
0.00420193,-46.01
0.00420752,-46
0.00421311,-45.99
0.0042187,-45.98
0.00422431,-45.97
0.00422992,-45.96
0.00423554,-45.95
0.00424117,-45.94
0.0042468,-45.93
0.00425244,-45.92
0.00425809,-45.91
0.00426375,-45.9
0.00426941,-45.89
0.00427509,-45.88
0.00428077,-45.87
0.00428645,-45.86
0.00429215,-45.85
0.00429785,-45.84
0.00430356,-45.83
0.00430928,-45.82
0.004315,-45.81
0.00432073,-45.8
0.00432647,-45.79
0.00433222,-45.78
0.00433798,-45.77
0.00434374,-45.76
0.00434951,-45.75
0.00435529,-45.74
0.00436107,-45.73
0.00436687,-45.72
0.00437267,-45.71
0.00437848,-45.7
0.00438429,-45.69
0.00439012,-45.68
0.00439595,-45.67
0.00440179,-45.66
0.00440763,-45.65
0.00441349,-45.64
0.00441935,-45.63
0.00442522,-45.62
0.0044311,-45.61
0.00443698,-45.6
0.00444288,-45.59
0.00444878,-45.58
0.00445469,-45.57
0.00446061,-45.56
0.00446653,-45.55
0.00447246,-45.54
0.0044784,-45.53
0.00448435,-45.52
0.00449031,-45.51
0.00449627,-45.5
0.00450225,-45.49
0.00450823,-45.48
0.00451421,-45.47
0.00452021,-45.46
0.00452621,-45.45
0.00453222,-45.44
0.00453824,-45.43
0.00454427,-45.42
0.00455031,-45.41
0.00455635,-45.4
0.0045624,-45.39
0.00456846,-45.38
0.00457453,-45.37
0.0045806,-45.36
0.00458669,-45.35
0.00459278,-45.34
0.00459888,-45.33
0.00460499,-45.32
0.0046111,-45.31
0.00461723,-45.3
0.00462336,-45.29
0.0046295,-45.28
0.00463565,-45.27
0.0046418,-45.26
0.00464797,-45.25
0.00465414,-45.24
0.00466032,-45.23
0.00466651,-45.22
0.00467271,-45.21
0.00467891,-45.2
0.00468512,-45.19
0.00469135,-45.18
0.00469758,-45.17
0.00470381,-45.16
0.00471006,-45.15
0.00471632,-45.14
0.00472258,-45.13
0.00472885,-45.12
0.00473513,-45.11
0.00474142,-45.1
0.00474771,-45.09
0.00475402,-45.08
0.00476033,-45.07
0.00476665,-45.06
0.00477298,-45.05
0.00477932,-45.04
0.00478566,-45.03
0.00479202,-45.02
0.00479838,-45.01
0.00480475,-45
0.00481113,-44.99
0.00481752,-44.98
0.00482392,-44.97
0.00483032,-44.96
0.00483674,-44.95
0.00484316,-44.94
0.00484959,-44.93
0.00485603,-44.92
0.00486248,-44.91
0.00486893,-44.9
0.0048754,-44.89
0.00488187,-44.88
0.00488835,-44.87
0.00489484,-44.86
0.00490134,-44.85
0.00490785,-44.84
0.00491436,-44.83
0.00492089,-44.82
0.00492742,-44.81
0.00493396,-44.8
0.00494051,-44.79
0.00494707,-44.78
0.00495364,-44.77
0.00496022,-44.76
0.0049668,-44.75
0.0049734,-44.74
0.00498,-44.73
0.00498661,-44.72
0.00499323,-44.71
0.00499986,-44.7
0.0050065,-44.69
0.00501314,-44.68
0.0050198,-44.67
0.00502646,-44.66
0.00503313,-44.65
0.00503982,-44.64
0.00504651,-44.63
0.0050532,-44.62
0.00505991,-44.61
0.00506663,-44.6
0.00507336,-44.59
0.00508009,-44.58
0.00508683,-44.57
0.00509359,-44.56
0.00510035,-44.55
0.00510712,-44.54
0.0051139,-44.53
0.00512068,-44.52
0.00512748,-44.51
0.00513429,-44.5
0.0051411,-44.49
0.00514793,-44.48
0.00515476,-44.47
0.0051616,-44.46
0.00516845,-44.45
0.00517531,-44.44
0.00518218,-44.43
0.00518906,-44.42
0.00519595,-44.41
0.00520284,-44.4
0.00520975,-44.39
0.00521666,-44.38
0.00522359,-44.37
0.00523052,-44.36
0.00523746,-44.35
0.00524442,-44.34
0.00525138,-44.33
0.00525835,-44.32
0.00526532,-44.31
0.00527231,-44.3
0.00527931,-44.29
0.00528632,-44.28
0.00529333,-44.27
0.00530036,-44.26
0.00530739,-44.25
0.00531443,-44.24
0.00532149,-44.23
0.00532855,-44.22
0.00533562,-44.21
0.0053427,-44.2
0.00534979,-44.19
0.00535689,-44.18
0.005364,-44.17
0.00537112,-44.16
0.00537825,-44.15
0.00538538,-44.14
0.00539253,-44.13
0.00539969,-44.12
0.00540685,-44.11
0.00541403,-44.1
0.00542121,-44.09
0.00542841,-44.08
0.00543561,-44.07
0.00544282,-44.06
0.00545004,-44.05
0.00545728,-44.04
0.00546452,-44.03
0.00547177,-44.02
0.00547903,-44.01
0.0054863,-44
0.00549358,-43.99
0.00550087,-43.98
0.00550817,-43.97
0.00551548,-43.96
0.00552279,-43.95
0.00553012,-43.94
0.00553746,-43.93
0.00554481,-43.92
0.00555216,-43.91
0.00555953,-43.9
0.00556691,-43.89
0.00557429,-43.88
0.00558169,-43.87
0.00558909,-43.86
0.00559651,-43.85
0.00560393,-43.84
0.00561137,-43.83
0.00561881,-43.82
0.00562627,-43.81
0.00563373,-43.8
0.00564121,-43.79
0.00564869,-43.78
0.00565619,-43.77
0.00566369,-43.76
0.0056712,-43.75
0.00567873,-43.74
0.00568626,-43.73
0.0056938,-43.72
0.00570136,-43.71
0.00570892,-43.7
0.00571649,-43.69
0.00572408,-43.68
0.00573167,-43.67
0.00573927,-43.66
0.00574689,-43.65
0.00575451,-43.64
0.00576215,-43.63
0.00576979,-43.62
0.00577744,-43.61
0.00578511,-43.6
0.00579278,-43.59
0.00580046,-43.58
0.00580816,-43.57
0.00581586,-43.56
0.00582358,-43.55
0.0058313,-43.54
0.00583904,-43.53
0.00584678,-43.52
0.00585454,-43.51
0.0058623,-43.5
0.00587008,-43.49
0.00587786,-43.48
0.00588566,-43.47
0.00589347,-43.46
0.00590128,-43.45
0.00590911,-43.44
0.00591695,-43.43
0.0059248,-43.42
0.00593265,-43.41
0.00594052,-43.4
0.0059484,-43.39
0.00595629,-43.38
0.00596419,-43.37
0.0059721,-43.36
0.00598002,-43.35
0.00598795,-43.34
0.00599589,-43.33
0.00600384,-43.32
0.00601181,-43.31
0.00601978,-43.3
0.00602776,-43.29
0.00603576,-43.28
0.00604376,-43.27
0.00605178,-43.26
0.0060598,-43.25
0.00606784,-43.24
0.00607588,-43.23
0.00608394,-43.22
0.00609201,-43.21
0.00610009,-43.2
0.00610818,-43.19
0.00611628,-43.18
0.00612439,-43.17
0.00613251,-43.16
0.00614064,-43.15
0.00614878,-43.14
0.00615694,-43.13
0.0061651,-43.12
0.00617328,-43.11
0.00618146,-43.1
0.00618966,-43.09
0.00619786,-43.08
0.00620608,-43.07
0.00621431,-43.06
0.00622255,-43.05
0.0062308,-43.04
0.00623906,-43.03
0.00624734,-43.02
0.00625562,-43.01
0.00626391,-43
0.00627222,-42.99
0.00628053,-42.98
0.00628886,-42.97
0.0062972,-42.96
0.00630555,-42.95
0.00631391,-42.94
0.00632228,-42.93
0.00633066,-42.92
0.00633905,-42.91
0.00634746,-42.9
0.00635587,-42.89
0.0063643,-42.88
0.00637274,-42.87
0.00638118,-42.86
0.00638964,-42.85
0.00639811,-42.84
0.0064066,-42.83
0.00641509,-42.82
0.00642359,-42.81
0.00643211,-42.8
0.00644064,-42.79
0.00644917,-42.78
0.00645772,-42.77
0.00646628,-42.76
0.00647485,-42.75
0.00648344,-42.74
0.00649203,-42.73
0.00650064,-42.72
0.00650925,-42.71
0.00651788,-42.7
0.00652652,-42.69
0.00653517,-42.68
0.00654383,-42.67
0.00655251,-42.66
0.00656119,-42.65
0.00656989,-42.64
0.0065786,-42.63
0.00658732,-42.62
0.00659605,-42.61
0.00660479,-42.6
0.00661354,-42.59
0.00662231,-42.58
0.00663109,-42.57
0.00663988,-42.56
0.00664868,-42.55
0.00665749,-42.54
0.00666631,-42.53
0.00667515,-42.52
0.00668399,-42.51
0.00669285,-42.5
0.00670172,-42.49
0.0067106,-42.48
0.0067195,-42.47
0.0067284,-42.46
0.00673732,-42.45
0.00674625,-42.44
0.00675519,-42.43
0.00676414,-42.42
0.0067731,-42.41
0.00678208,-42.4
0.00679106,-42.39
0.00680006,-42.38
0.00680907,-42.37
0.0068181,-42.36
0.00682713,-42.35
0.00683618,-42.34
0.00684524,-42.33
0.00685431,-42.32
0.00686339,-42.31
0.00687248,-42.3
0.00688159,-42.29
0.00689071,-42.28
0.00689984,-42.27
0.00690898,-42.26
0.00691814,-42.25
0.0069273,-42.24
0.00693648,-42.23
0.00694567,-42.22
0.00695487,-42.21
0.00696409,-42.2
0.00697332,-42.19
0.00698256,-42.18
0.00699181,-42.17
0.00700107,-42.16
0.00701034,-42.15
0.00701963,-42.14
0.00702893,-42.13
0.00703824,-42.12
0.00704757,-42.11
0.00705691,-42.1
0.00706625,-42.09
0.00707562,-42.08
0.00708499,-42.07
0.00709438,-42.06
0.00710377,-42.05
0.00711318,-42.04
0.00712261,-42.03
0.00713204,-42.02
0.00714149,-42.01
0.00715095,-42
0.00716042,-41.99
0.00716991,-41.98
0.00717941,-41.97
0.00718892,-41.96
0.00719844,-41.95
0.00720797,-41.94
0.00721752,-41.93
0.00722708,-41.92
0.00723665,-41.91
0.00724624,-41.9
0.00725584,-41.89
0.00726545,-41.88
0.00727507,-41.87
0.00728471,-41.86
0.00729436,-41.85
0.00730402,-41.84
0.00731369,-41.83
0.00732338,-41.82
0.00733308,-41.81
0.00734279,-41.8
0.00735251,-41.79
0.00736225,-41.78
0.007372,-41.77
0.00738177,-41.76
0.00739154,-41.75
0.00740133,-41.74
0.00741113,-41.73
0.00742095,-41.72
0.00743077,-41.71
0.00744062,-41.7
0.00745047,-41.69
0.00746033,-41.68
0.00747021,-41.67
0.00748011,-41.66
0.00749001,-41.65
0.00749993,-41.64
0.00750986,-41.63
0.00751981,-41.62
0.00752976,-41.61
0.00753973,-41.6
0.00754972,-41.59
0.00755972,-41.58
0.00756973,-41.57
0.00757975,-41.56
0.00758978,-41.55
0.00759983,-41.54
0.0076099,-41.53
0.00761997,-41.52
0.00763006,-41.51
0.00764016,-41.5
0.00765028,-41.49
0.00766041,-41.48
0.00767055,-41.47
0.00768071,-41.46
0.00769088,-41.45
0.00770106,-41.44
0.00771125,-41.43
0.00772146,-41.42
0.00773169,-41.41
0.00774192,-41.4
0.00775217,-41.39
0.00776243,-41.38
0.00777271,-41.37
0.007783,-41.36
0.0077933,-41.35
0.00780362,-41.34
0.00781395,-41.33
0.00782429,-41.32
0.00783465,-41.31
0.00784502,-41.3
0.00785541,-41.29
0.00786581,-41.28
0.00787622,-41.27
0.00788664,-41.26
0.00789708,-41.25
0.00790754,-41.24
0.007918,-41.23
0.00792848,-41.22
0.00793898,-41.21
0.00794949,-41.2
0.00796001,-41.19
0.00797054,-41.18
0.00798109,-41.17
0.00799166,-41.16
0.00800223,-41.15
0.00801283,-41.14
0.00802343,-41.13
0.00803405,-41.12
0.00804468,-41.11
0.00805533,-41.1
0.00806599,-41.09
0.00807667,-41.08
0.00808735,-41.07
0.00809806,-41.06
0.00810877,-41.05
0.00811951,-41.04
0.00813025,-41.03
0.00814101,-41.02
0.00815178,-41.01
0.00816257,-41
0.00817337,-40.99
0.00818419,-40.98
0.00819502,-40.97
0.00820586,-40.96
0.00821672,-40.95
0.00822759,-40.94
0.00823848,-40.93
0.00824938,-40.92
0.0082603,-40.91
0.00827123,-40.9
0.00828217,-40.89
0.00829313,-40.88
0.0083041,-40.87
0.00831509,-40.86
0.00832609,-40.85
0.00833711,-40.84
0.00834814,-40.83
0.00835919,-40.82
0.00837024,-40.81
0.00838132,-40.8
0.00839241,-40.79
0.00840351,-40.78
0.00841463,-40.77
0.00842576,-40.76
0.00843691,-40.75
0.00844807,-40.74
0.00845925,-40.73
0.00847044,-40.72
0.00848164,-40.71
0.00849286,-40.7
0.0085041,-40.69
0.00851535,-40.68
0.00852661,-40.67
0.00853789,-40.66
0.00854919,-40.65
0.00856049,-40.64
0.00857182,-40.63
0.00858316,-40.62
0.00859451,-40.61
0.00860588,-40.6
0.00861726,-40.59
0.00862866,-40.58
0.00864007,-40.57
0.0086515,-40.56
0.00866294,-40.55
0.0086744,-40.54
0.00868587,-40.53
0.00869736,-40.52
0.00870887,-40.51
0.00872038,-40.5
0.00873192,-40.49
0.00874347,-40.48
0.00875503,-40.47
0.00876661,-40.46
0.0087782,-40.45
0.00878981,-40.44
0.00880144,-40.43
0.00881308,-40.42
0.00882473,-40.41
0.0088364,-40.4
0.00884809,-40.39
0.00885979,-40.38
0.0088715,-40.37
0.00888323,-40.36
0.00889498,-40.35
0.00890674,-40.34
0.00891852,-40.33
0.00893031,-40.32
0.00894212,-40.31
0.00895395,-40.3
0.00896579,-40.29
0.00897764,-40.28
0.00898951,-40.27
0.0090014,-40.26
0.0090133,-40.25
0.00902522,-40.24
0.00903715,-40.23
0.0090491,-40.22
0.00906106,-40.21
0.00907304,-40.2
0.00908504,-40.19
0.00909705,-40.18
0.00910907,-40.17
0.00912112,-40.16
0.00913318,-40.15
0.00914525,-40.14
0.00915734,-40.13
0.00916945,-40.12
0.00918157,-40.11
0.00919371,-40.1
0.00920586,-40.09
0.00921803,-40.08
0.00923021,-40.07
0.00924242,-40.06
0.00925463,-40.05
0.00926687,-40.04
0.00927912,-40.03
0.00929138,-40.02
0.00930366,-40.01
0.00931596,-40
0.00932827,-39.99
0.0093406,-39.98
0.00935295,-39.97
0.00936531,-39.96
0.00937769,-39.95
0.00939008,-39.94
0.00940249,-39.93
0.00941492,-39.92
0.00942736,-39.91
0.00943982,-39.9
0.0094523,-39.89
0.00946479,-39.88
0.0094773,-39.87
0.00948982,-39.86
0.00950237,-39.85
0.00951492,-39.84
0.0095275,-39.83
0.00954009,-39.82
0.0095527,-39.81
0.00956532,-39.8
0.00957796,-39.79
0.00959062,-39.78
0.00960329,-39.77
0.00961598,-39.76
0.00962868,-39.75
0.00964141,-39.74
0.00965415,-39.73
0.0096669,-39.72
0.00967968,-39.71
0.00969247,-39.7
0.00970527,-39.69
0.0097181,-39.68
0.00973094,-39.67
0.00974379,-39.66
0.00975667,-39.65
0.00976956,-39.64
0.00978246,-39.63
0.00979539,-39.62
0.00980833,-39.61
0.00982129,-39.6
0.00983426,-39.59
0.00984725,-39.58
0.00986026,-39.57
0.00987329,-39.56
0.00988633,-39.55
0.00989939,-39.54
0.00991247,-39.53
0.00992556,-39.52
0.00993867,-39.51
0.0099518,-39.5
0.00996495,-39.49
0.00997811,-39.48
0.00999129,-39.47
0.0100045,-39.46
0.0100177,-39.45
0.0100309,-39.44
0.0100442,-39.43
0.0100574,-39.42
0.0100707,-39.41
0.010084,-39.4
0.0100974,-39.39
0.0101107,-39.38
0.010124,-39.37
0.0101374,-39.36
0.0101508,-39.35
0.0101642,-39.34
0.0101776,-39.33
0.0101911,-39.32
0.0102045,-39.31
0.010218,-39.3
0.0102315,-39.29
0.010245,-39.28
0.0102585,-39.27
0.0102721,-39.26
0.0102856,-39.25
0.0102992,-39.24
0.0103128,-39.23
0.0103264,-39.22
0.0103401,-39.21
0.0103537,-39.2
0.0103674,-39.19
0.0103811,-39.18
0.0103948,-39.17
0.0104085,-39.16
0.0104223,-39.15
0.010436,-39.14
0.0104498,-39.13
0.0104636,-39.12
0.0104774,-39.11
0.0104913,-39.1
0.0105051,-39.09
0.010519,-39.08
0.0105329,-39.07
0.0105468,-39.06
0.0105607,-39.05
0.0105746,-39.04
0.0105886,-39.03
0.0106026,-39.02
0.0106166,-39.01
0.0106306,-39
0.0106446,-38.99
0.0106587,-38.98
0.0106727,-38.97
0.0106868,-38.96
0.0107009,-38.95
0.010715,-38.94
0.0107292,-38.93
0.0107434,-38.92
0.0107575,-38.91
0.0107717,-38.9
0.0107859,-38.89
0.0108002,-38.88
0.0108144,-38.87
0.0108287,-38.86
0.010843,-38.85
0.0108573,-38.84
0.0108716,-38.83
0.010886,-38.82
0.0109004,-38.81
0.0109147,-38.8
0.0109291,-38.79
0.0109436,-38.78
0.010958,-38.77
0.0109725,-38.76
0.0109869,-38.75
0.0110014,-38.74
0.011016,-38.73
0.0110305,-38.72
0.011045,-38.71
0.0110596,-38.7
0.0110742,-38.69
0.0110888,-38.68
0.0111035,-38.67
0.0111181,-38.66
0.0111328,-38.65
0.0111475,-38.64
0.0111622,-38.63
0.0111769,-38.62
0.0111916,-38.61
0.0112064,-38.6
0.0112212,-38.59
0.011236,-38.58
0.0112508,-38.57
0.0112657,-38.56
0.0112805,-38.55
0.0112954,-38.54
0.0113103,-38.53
0.0113252,-38.52
0.0113402,-38.51
0.0113551,-38.5
0.0113701,-38.49
0.0113851,-38.48
0.0114001,-38.47
0.0114151,-38.46
0.0114302,-38.45
0.0114453,-38.44
0.0114604,-38.43
0.0114755,-38.42
0.0114906,-38.41
0.0115058,-38.4
0.011521,-38.39
0.0115361,-38.38
0.0115514,-38.37
0.0115666,-38.36
0.0115818,-38.35
0.0115971,-38.34
0.0116124,-38.33
0.0116277,-38.32
0.0116431,-38.31
0.0116584,-38.3
0.0116738,-38.29
0.0116892,-38.28
0.0117046,-38.27
0.01172,-38.26
0.0117355,-38.25
0.011751,-38.24
0.0117665,-38.23
0.011782,-38.22
0.0117975,-38.21
0.0118131,-38.2
0.0118286,-38.19
0.0118442,-38.18
0.0118598,-38.17
0.0118755,-38.16
0.0118911,-38.15
0.0119068,-38.14
0.0119225,-38.13
0.0119382,-38.12
0.011954,-38.11
0.0119697,-38.1
0.0119855,-38.09
0.0120013,-38.08
0.0120171,-38.07
0.012033,-38.06
0.0120488,-38.05
0.0120647,-38.04
0.0120806,-38.03
0.0120965,-38.02
0.0121125,-38.01
0.0121284,-38
0.0121444,-37.99
0.0121604,-37.98
0.0121765,-37.97
0.0121925,-37.96
0.0122086,-37.95
0.0122247,-37.94
0.0122408,-37.93
0.0122569,-37.92
0.0122731,-37.91
0.0122892,-37.9
0.0123054,-37.89
0.0123216,-37.88
0.0123379,-37.87
0.0123541,-37.86
0.0123704,-37.85
0.0123867,-37.84
0.012403,-37.83
0.0124194,-37.82
0.0124357,-37.81
0.0124521,-37.8
0.0124685,-37.79
0.012485,-37.78
0.0125014,-37.77
0.0125179,-37.76
0.0125344,-37.75
0.0125509,-37.74
0.0125674,-37.73
0.012584,-37.72
0.0126006,-37.71
0.0126172,-37.7
0.0126338,-37.69
0.0126504,-37.68
0.0126671,-37.67
0.0126838,-37.66
0.0127005,-37.65
0.0127172,-37.64
0.012734,-37.63
0.0127507,-37.62
0.0127675,-37.61
0.0127844,-37.6
0.0128012,-37.59
0.0128181,-37.58
0.0128349,-37.57
0.0128518,-37.56
0.0128688,-37.55
0.0128857,-37.54
0.0129027,-37.53
0.0129197,-37.52
0.0129367,-37.51
0.0129537,-37.5
0.0129708,-37.49
0.0129879,-37.48
0.013005,-37.47
0.0130221,-37.46
0.0130392,-37.45
0.0130564,-37.44
0.0130736,-37.43
0.0130908,-37.42
0.0131081,-37.41
0.0131253,-37.4
0.0131426,-37.39
0.0131599,-37.38
0.0131772,-37.37
0.0131946,-37.36
0.013212,-37.35
0.0132293,-37.34
0.0132468,-37.33
0.0132642,-37.32
0.0132817,-37.31
0.0132992,-37.3
0.0133167,-37.29
0.0133342,-37.28
0.0133517,-37.27
0.0133693,-37.26
0.0133869,-37.25
0.0134045,-37.24
0.0134222,-37.23
0.0134399,-37.22
0.0134575,-37.21
0.0134753,-37.2
0.013493,-37.19
0.0135108,-37.18
0.0135285,-37.17
0.0135463,-37.16
0.0135642,-37.15
0.013582,-37.14
0.0135999,-37.13
0.0136178,-37.12
0.0136357,-37.11
0.0136537,-37.1
0.0136716,-37.09
0.0136896,-37.08
0.0137076,-37.07
0.0137257,-37.06
0.0137437,-37.05
0.0137618,-37.04
0.0137799,-37.03
0.0137981,-37.02
0.0138162,-37.01
0.0138344,-37
0.0138526,-36.99
0.0138708,-36.98
0.0138891,-36.97
0.0139073,-36.96
0.0139256,-36.95
0.013944,-36.94
0.0139623,-36.93
0.0139807,-36.92
0.0139991,-36.91
0.0140175,-36.9
0.0140359,-36.89
0.0140544,-36.88
0.0140729,-36.87
0.0140914,-36.86
0.0141099,-36.85
0.0141285,-36.84
0.0141471,-36.83
0.0141657,-36.82
0.0141843,-36.81
0.014203,-36.8
0.0142216,-36.79
0.0142403,-36.78
0.0142591,-36.77
0.0142778,-36.76
0.0142966,-36.75
0.0143154,-36.74
0.0143342,-36.73
0.0143531,-36.72
0.014372,-36.71
0.0143909,-36.7
0.0144098,-36.69
0.0144287,-36.68
0.0144477,-36.67
0.0144667,-36.66
0.0144857,-36.65
0.0145048,-36.64
0.0145238,-36.63
0.0145429,-36.62
0.0145621,-36.61
0.0145812,-36.6
0.0146004,-36.59
0.0146196,-36.58
0.0146388,-36.57
0.014658,-36.56
0.0146773,-36.55
0.0146966,-36.54
0.0147159,-36.53
0.0147353,-36.52
0.0147546,-36.51
0.014774,-36.5
0.0147935,-36.49
0.0148129,-36.48
0.0148324,-36.47
0.0148519,-36.46
0.0148714,-36.45
0.0148909,-36.44
0.0149105,-36.43
0.0149301,-36.42
0.0149497,-36.41
0.0149694,-36.4
0.014989,-36.39
0.0150087,-36.38
0.0150285,-36.37
0.0150482,-36.36
0.015068,-36.35
0.0150878,-36.34
0.0151076,-36.33
0.0151275,-36.32
0.0151473,-36.31
0.0151672,-36.3
0.0151872,-36.29
0.0152071,-36.28
0.0152271,-36.27
0.0152471,-36.26
0.0152672,-36.25
0.0152872,-36.24
0.0153073,-36.23
0.0153274,-36.22
0.0153475,-36.21
0.0153677,-36.2
0.0153879,-36.19
0.0154081,-36.18
0.0154283,-36.17
0.0154486,-36.16
0.0154689,-36.15
0.0154892,-36.14
0.0155096,-36.13
0.0155299,-36.12
0.0155503,-36.11
0.0155708,-36.1
0.0155912,-36.09
0.0156117,-36.08
0.0156322,-36.07
0.0156527,-36.06
0.0156733,-36.05
0.0156939,-36.04
0.0157145,-36.03
0.0157351,-36.02
0.0157558,-36.01
0.0157765,-36
0.0157972,-35.99
0.0158179,-35.98
0.0158387,-35.97
0.0158595,-35.96
0.0158803,-35.95
0.0159012,-35.94
0.0159221,-35.93
0.015943,-35.92
0.0159639,-35.91
0.0159848,-35.9
0.0160058,-35.89
0.0160268,-35.88
0.0160479,-35.87
0.016069,-35.86
0.01609,-35.85
0.0161112,-35.84
0.0161323,-35.83
0.0161535,-35.82
0.0161747,-35.81
0.0161959,-35.8
0.0162172,-35.79
0.0162385,-35.78
0.0162598,-35.77
0.0162811,-35.76
0.0163025,-35.75
0.0163239,-35.74
0.0163453,-35.73
0.0163668,-35.72
0.0163882,-35.71
0.0164098,-35.7
0.0164313,-35.69
0.0164529,-35.68
0.0164744,-35.67
0.0164961,-35.66
0.0165177,-35.65
0.0165394,-35.64
0.0165611,-35.63
0.0165828,-35.62
0.0166046,-35.61
0.0166264,-35.6
0.0166482,-35.59
0.01667,-35.58
0.0166919,-35.57
0.0167138,-35.56
0.0167357,-35.55
0.0167577,-35.54
0.0167796,-35.53
0.0168017,-35.52
0.0168237,-35.51
0.0168458,-35.5
0.0168679,-35.49
0.01689,-35.48
0.0169121,-35.47
0.0169343,-35.46
0.0169565,-35.45
0.0169788,-35.44
0.017001,-35.43
0.0170233,-35.42
0.0170457,-35.41
0.017068,-35.4
0.0170904,-35.39
0.0171128,-35.38
0.0171353,-35.37
0.0171577,-35.36
0.0171802,-35.35
0.0172028,-35.34
0.0172253,-35.33
0.0172479,-35.32
0.0172705,-35.31
0.0172932,-35.3
0.0173158,-35.29
0.0173385,-35.28
0.0173613,-35.27
0.017384,-35.26
0.0174068,-35.25
0.0174296,-35.24
0.0174525,-35.23
0.0174754,-35.22
0.0174983,-35.21
0.0175212,-35.2
0.0175442,-35.19
0.0175672,-35.18
0.0175902,-35.17
0.0176133,-35.16
0.0176363,-35.15
0.0176595,-35.14
0.0176826,-35.13
0.0177058,-35.12
0.017729,-35.11
0.0177522,-35.1
0.0177755,-35.09
0.0177988,-35.08
0.0178221,-35.07
0.0178455,-35.06
0.0178688,-35.05
0.0178923,-35.04
0.0179157,-35.03
0.0179392,-35.02
0.0179627,-35.01
0.0179862,-35
0.0180098,-34.99
0.0180334,-34.98
0.018057,-34.97
0.0180807,-34.96
0.0181043,-34.95
0.0181281,-34.94
0.0181518,-34.93
0.0181756,-34.92
0.0181994,-34.91
0.0182232,-34.9
0.0182471,-34.89
0.018271,-34.88
0.0182949,-34.87
0.0183189,-34.86
0.0183429,-34.85
0.0183669,-34.84
0.018391,-34.83
0.0184151,-34.82
0.0184392,-34.81
0.0184633,-34.8
0.0184875,-34.79
0.0185117,-34.78
0.0185359,-34.77
0.0185602,-34.76
0.0185845,-34.75
0.0186089,-34.74
0.0186332,-34.73
0.0186576,-34.72
0.0186821,-34.71
0.0187065,-34.7
