Figure_2A | d_inf (dimensionless),Figure_2A | V (millivolt)
0.018731,-34.69
0.0187555,-34.68
0.0187801,-34.67
0.0188047,-34.66
0.0188293,-34.65
0.0188539,-34.64
0.0188786,-34.63
0.0189033,-34.62
0.0189281,-34.61
0.0189528,-34.6
0.0189776,-34.59
0.0190025,-34.58
0.0190274,-34.57
0.0190523,-34.56
0.0190772,-34.55
0.0191022,-34.54
0.0191272,-34.53
0.0191522,-34.52
0.0191773,-34.51
0.0192024,-34.5
0.0192275,-34.49
0.0192526,-34.48
0.0192778,-34.47
0.0193031,-34.46
0.0193283,-34.45
0.0193536,-34.44
0.0193789,-34.43
0.0194043,-34.42
0.0194297,-34.41
0.0194551,-34.4
0.0194805,-34.39
0.019506,-34.38
0.0195315,-34.37
0.0195571,-34.36
0.0195827,-34.35
0.0196083,-34.34
0.0196339,-34.33
0.0196596,-34.32
0.0196853,-34.31
0.0197111,-34.3
0.0197369,-34.29
0.0197627,-34.28
0.0197885,-34.27
0.0198144,-34.26
0.0198403,-34.25
0.0198663,-34.24
0.0198922,-34.23
0.0199182,-34.22
0.0199443,-34.21
0.0199704,-34.2
0.0199965,-34.19
0.0200226,-34.18
0.0200488,-34.17
0.020075,-34.16
0.0201013,-34.15
0.0201275,-34.14
0.0201539,-34.13
0.0201802,-34.12
0.0202066,-34.11
0.020233,-34.1
0.0202594,-34.09
0.0202859,-34.08
0.0203124,-34.07
0.020339,-34.06
0.0203656,-34.05
0.0203922,-34.04
0.0204188,-34.03
0.0204455,-34.02
0.0204723,-34.01
0.020499,-34
0.0205258,-33.99
0.0205526,-33.98
0.0205795,-33.97
0.0206064,-33.96
0.0206333,-33.95
0.0206603,-33.94
0.0206873,-33.93
0.0207143,-33.92
0.0207413,-33.91
0.0207684,-33.9
0.0207956,-33.89
0.0208227,-33.88
0.02085,-33.87
0.0208772,-33.86
0.0209045,-33.85
0.0209318,-33.84
0.0209591,-33.83
0.0209865,-33.82
0.0210139,-33.81
0.0210413,-33.8
0.0210688,-33.79
0.0210963,-33.78
0.0211239,-33.77
0.0211515,-33.76
0.0211791,-33.75
0.0212068,-33.74
0.0212345,-33.73
0.0212622,-33.72
0.02129,-33.71
0.0213178,-33.7
0.0213456,-33.69
0.0213735,-33.68
0.0214014,-33.67
0.0214293,-33.66
0.0214573,-33.65
0.0214853,-33.64
0.0215134,-33.63
0.0215414,-33.62
0.0215696,-33.61
0.0215977,-33.6
0.0216259,-33.59
0.0216541,-33.58
0.0216824,-33.57
0.0217107,-33.56
0.021739,-33.55
0.0217674,-33.54
0.0217958,-33.53
0.0218243,-33.52
0.0218528,-33.51
0.0218813,-33.5
0.0219098,-33.49
0.0219384,-33.48
0.021967,-33.47
0.0219957,-33.46
0.0220244,-33.45
0.0220531,-33.44
0.0220819,-33.43
0.0221107,-33.42
0.0221396,-33.41
0.0221685,-33.4
0.0221974,-33.39
0.0222263,-33.38
0.0222553,-33.37
0.0222844,-33.36
0.0223134,-33.35
0.0223425,-33.34
0.0223717,-33.33
0.0224009,-33.32
0.0224301,-33.31
0.0224593,-33.3
0.0224886,-33.29
0.022518,-33.28
0.0225473,-33.27
0.0225767,-33.26
0.0226062,-33.25
0.0226357,-33.24
0.0226652,-33.23
0.0226947,-33.22
0.0227243,-33.21
0.0227539,-33.2
0.0227836,-33.19
0.0228133,-33.18
0.0228431,-33.17
0.0228728,-33.16
0.0229027,-33.15
0.0229325,-33.14
0.0229624,-33.13
0.0229923,-33.12
0.0230223,-33.11
0.0230523,-33.1
0.0230824,-33.09
0.0231125,-33.08
0.0231426,-33.07
0.0231727,-33.06
0.0232029,-33.05
0.0232332,-33.04
0.0232635,-33.03
0.0232938,-33.02
0.0233241,-33.01
0.0233545,-33
0.0233849,-32.99
0.0234154,-32.98
0.0234459,-32.97
0.0234765,-32.96
0.0235071,-32.95
0.0235377,-32.94
0.0235684,-32.93
0.0235991,-32.92
0.0236298,-32.91
0.0236606,-32.9
0.0236914,-32.89
0.0237223,-32.88
0.0237532,-32.87
0.0237841,-32.86
0.0238151,-32.85
0.0238461,-32.84
0.0238771,-32.83
0.0239082,-32.82
0.0239394,-32.81
0.0239706,-32.8
0.0240018,-32.79
0.024033,-32.78
0.0240643,-32.77
0.0240956,-32.76
0.024127,-32.75
0.0241584,-32.74
0.0241899,-32.73
0.0242214,-32.72
0.0242529,-32.71
0.0242845,-32.7
0.0243161,-32.69
0.0243478,-32.68
0.0243794,-32.67
0.0244112,-32.66
0.024443,-32.65
0.0244748,-32.64
0.0245066,-32.63
0.0245385,-32.62
0.0245705,-32.61
0.0246024,-32.6
0.0246344,-32.59
0.0246665,-32.58
0.0246986,-32.57
0.0247307,-32.56
0.0247629,-32.55
0.0247951,-32.54
0.0248274,-32.53
0.0248597,-32.52
0.024892,-32.51
0.0249244,-32.5
0.0249569,-32.49
0.0249893,-32.48
0.0250218,-32.47
0.0250544,-32.46
0.025087,-32.45
0.0251196,-32.44
0.0251523,-32.43
0.025185,-32.42
0.0252177,-32.41
0.0252505,-32.4
0.0252834,-32.39
0.0253162,-32.38
0.0253492,-32.37
0.0253821,-32.36
0.0254151,-32.35
0.0254482,-32.34
0.0254813,-32.33
0.0255144,-32.32
0.0255476,-32.31
0.0255808,-32.3
0.025614,-32.29
0.0256473,-32.28
0.0256807,-32.27
0.0257141,-32.26
0.0257475,-32.25
0.025781,-32.24
0.0258145,-32.23
0.025848,-32.22
0.0258816,-32.21
0.0259153,-32.2
0.0259489,-32.19
0.0259827,-32.18
0.0260164,-32.17
0.0260502,-32.16
0.0260841,-32.15
0.026118,-32.14
0.0261519,-32.13
0.0261859,-32.12
0.0262199,-32.11
0.026254,-32.1
0.0262881,-32.09
0.0263222,-32.08
0.0263564,-32.07
0.0263907,-32.06
0.0264249,-32.05
0.0264593,-32.04
0.0264936,-32.03
0.026528,-32.02
0.0265625,-32.01
0.026597,-32
0.0266315,-31.99
0.0266661,-31.98
0.0267007,-31.97
0.0267354,-31.96
0.0267701,-31.95
0.0268049,-31.94
0.0268397,-31.93
0.0268745,-31.92
0.0269094,-31.91
0.0269444,-31.9
0.0269794,-31.89
0.0270144,-31.88
0.0270494,-31.87
0.0270846,-31.86
0.0271197,-31.85
0.0271549,-31.84
0.0271902,-31.83
0.0272255,-31.82
0.0272608,-31.81
0.0272962,-31.8
0.0273316,-31.79
0.0273671,-31.78
0.0274026,-31.77
0.0274381,-31.76
0.0274737,-31.75
0.0275094,-31.74
0.0275451,-31.73
0.0275808,-31.72
0.0276166,-31.71
0.0276524,-31.7
0.0276883,-31.69
0.0277242,-31.68
0.0277602,-31.67
0.0277962,-31.66
0.0278322,-31.65
0.0278683,-31.64
0.0279045,-31.63
0.0279407,-31.62
0.0279769,-31.61
0.0280132,-31.6
0.0280495,-31.59
0.0280859,-31.58
0.0281223,-31.57
0.0281588,-31.56
0.0281953,-31.55
0.0282318,-31.54
0.0282684,-31.53
0.0283051,-31.52
0.0283418,-31.51
0.0283785,-31.5
0.0284153,-31.49
0.0284522,-31.48
0.028489,-31.47
0.028526,-31.46
0.0285629,-31.45
0.0286,-31.44
0.028637,-31.43
0.0286741,-31.42
0.0287113,-31.41
0.0287485,-31.4
0.0287857,-31.39
0.028823,-31.38
0.0288604,-31.37
0.0288978,-31.36
0.0289352,-31.35
0.0289727,-31.34
0.0290103,-31.33
0.0290478,-31.32
0.0290855,-31.31
0.0291231,-31.3
0.0291609,-31.29
0.0291986,-31.28
0.0292365,-31.27
0.0292743,-31.26
0.0293122,-31.25
0.0293502,-31.24
0.0293882,-31.23
0.0294263,-31.22
0.0294644,-31.21
0.0295025,-31.2
0.0295407,-31.19
0.029579,-31.18
0.0296173,-31.17
0.0296556,-31.16
0.029694,-31.15
0.0297324,-31.14
0.0297709,-31.13
0.0298095,-31.12
0.029848,-31.11
0.0298867,-31.1
0.0299254,-31.09
0.0299641,-31.08
0.0300029,-31.07
0.0300417,-31.06
0.0300806,-31.05
0.0301195,-31.04
0.0301585,-31.03
0.0301975,-31.02
0.0302366,-31.01
0.0302757,-31
0.0303149,-30.99
0.0303541,-30.98
0.0303933,-30.97
0.0304327,-30.96
0.030472,-30.95
0.0305114,-30.94
0.0305509,-30.93
0.0305904,-30.92
0.03063,-30.91
0.0306696,-30.9
0.0307093,-30.89
0.030749,-30.88
0.0307887,-30.87
0.0308286,-30.86
0.0308684,-30.85
0.0309083,-30.84
0.0309483,-30.83
0.0309883,-30.82
0.0310284,-30.81
0.0310685,-30.8
0.0311086,-30.79
0.0311489,-30.78
0.0311891,-30.77
0.0312294,-30.76
0.0312698,-30.75
0.0313102,-30.74
0.0313507,-30.73
0.0313912,-30.72
0.0314318,-30.71
0.0314724,-30.7
0.031513,-30.69
0.0315538,-30.68
0.0315945,-30.67
0.0316354,-30.66
0.0316762,-30.65
0.0317172,-30.64
0.0317581,-30.63
0.0317991,-30.62
0.0318402,-30.61
0.0318814,-30.6
0.0319225,-30.59
0.0319638,-30.58
0.032005,-30.57
0.0320464,-30.56
0.0320878,-30.55
0.0321292,-30.54
0.0321707,-30.53
0.0322122,-30.52
0.0322538,-30.51
0.0322955,-30.5
0.0323372,-30.49
0.0323789,-30.48
0.0324207,-30.47
0.0324626,-30.46
0.0325045,-30.45
0.0325464,-30.44
0.0325884,-30.43
0.0326305,-30.42
0.0326726,-30.41
0.0327148,-30.4
0.032757,-30.39
0.0327993,-30.38
0.0328416,-30.37
0.032884,-30.36
0.0329264,-30.35
0.0329689,-30.34
0.0330114,-30.33
0.033054,-30.32
0.0330966,-30.31
0.0331393,-30.3
0.0331821,-30.29
0.0332249,-30.28
0.0332677,-30.27
0.0333107,-30.26
0.0333536,-30.25
0.0333966,-30.24
0.0334397,-30.23
0.0334828,-30.22
0.033526,-30.21
0.0335692,-30.2
0.0336125,-30.19
0.0336558,-30.18
0.0336992,-30.17
0.0337427,-30.16
0.0337862,-30.15
0.0338297,-30.14
0.0338733,-30.13
0.033917,-30.12
0.0339607,-30.11
0.0340045,-30.1
0.0340483,-30.09
0.0340922,-30.08
0.0341361,-30.07
0.0341801,-30.06
0.0342242,-30.05
0.0342683,-30.04
0.0343124,-30.03
0.0343566,-30.02
0.0344009,-30.01
0.0344452,-30
0.0344896,-29.99
0.034534,-29.98
0.0345785,-29.97
0.034623,-29.96
0.0346676,-29.95
0.0347123,-29.94
0.034757,-29.93
0.0348017,-29.92
0.0348465,-29.91
0.0348914,-29.9
0.0349363,-29.89
0.0349813,-29.88
0.0350264,-29.87
0.0350714,-29.86
0.0351166,-29.85
0.0351618,-29.84
0.0352071,-29.83
0.0352524,-29.82
0.0352978,-29.81
0.0353432,-29.8
0.0353887,-29.79
0.0354342,-29.78
0.0354798,-29.77
0.0355255,-29.76
0.0355712,-29.75
0.035617,-29.74
0.0356628,-29.73
0.0357087,-29.72
0.0357546,-29.71
0.0358006,-29.7
0.0358467,-29.69
0.0358928,-29.68
0.0359389,-29.67
0.0359852,-29.66
0.0360314,-29.65
0.0360778,-29.64
0.0361242,-29.63
0.0361706,-29.62
0.0362171,-29.61
0.0362637,-29.6
0.0363103,-29.59
0.036357,-29.58
0.0364038,-29.57
0.0364506,-29.56
0.0364974,-29.55
0.0365443,-29.54
0.0365913,-29.53
0.0366384,-29.52
0.0366854,-29.51
0.0367326,-29.5
0.0367798,-29.49
0.0368271,-29.48
0.0368744,-29.47
0.0369218,-29.46
0.0369692,-29.45
0.0370167,-29.44
0.0370643,-29.43
0.0371119,-29.42
0.0371596,-29.41
0.0372073,-29.4
0.0372551,-29.39
0.0373029,-29.38
0.0373509,-29.37
0.0373988,-29.36
0.0374469,-29.35
0.0374949,-29.34
0.0375431,-29.33
0.0375913,-29.32
0.0376396,-29.31
0.0376879,-29.3
0.0377363,-29.29
0.0377847,-29.28
0.0378332,-29.27
0.0378818,-29.26
0.0379304,-29.25
0.0379791,-29.24
0.0380279,-29.23
0.0380767,-29.22
0.0381255,-29.21
0.0381744,-29.2
0.0382234,-29.19
0.0382725,-29.18
0.0383216,-29.17
0.0383708,-29.16
0.03842,-29.15
0.0384693,-29.14
0.0385186,-29.13
0.038568,-29.12
0.0386175,-29.11
0.038667,-29.1
0.0387166,-29.09
0.0387663,-29.08
0.038816,-29.07
0.0388658,-29.06
0.0389156,-29.05
0.0389655,-29.04
0.0390155,-29.03
0.0390655,-29.02
0.0391156,-29.01
0.0391657,-29
0.0392159,-28.99
0.0392662,-28.98
0.0393165,-28.97
0.0393669,-28.96
0.0394174,-28.95
0.0394679,-28.94
0.0395185,-28.93
0.0395691,-28.92
0.0396198,-28.91
0.0396706,-28.9
0.0397214,-28.89
0.0397723,-28.88
0.0398232,-28.87
0.0398743,-28.86
0.0399253,-28.85
0.0399765,-28.84
0.0400277,-28.83
0.0400789,-28.82
0.0401303,-28.81
0.0401817,-28.8
0.0402331,-28.79
0.0402846,-28.78
0.0403362,-28.77
0.0403879,-28.76
0.0404396,-28.75
0.0404913,-28.74
0.0405432,-28.73
0.0405951,-28.72
0.040647,-28.71
0.0406991,-28.7
0.0407511,-28.69
0.0408033,-28.68
0.0408555,-28.67
0.0409078,-28.66
0.0409601,-28.65
0.0410125,-28.64
0.041065,-28.63
0.0411176,-28.62
0.0411702,-28.61
0.0412228,-28.6
0.0412756,-28.59
0.0413283,-28.58
0.0413812,-28.57
0.0414341,-28.56
0.0414871,-28.55
0.0415402,-28.54
0.0415933,-28.53
0.0416465,-28.52
0.0416997,-28.51
0.041753,-28.5
0.0418064,-28.49
0.0418599,-28.48
0.0419134,-28.47
0.0419669,-28.46
0.0420206,-28.45
0.0420743,-28.44
0.0421281,-28.43
0.0421819,-28.42
0.0422358,-28.41
0.0422898,-28.4
0.0423438,-28.39
0.0423979,-28.38
0.0424521,-28.37
0.0425063,-28.36
0.0425606,-28.35
0.042615,-28.34
0.0426694,-28.33
0.0427239,-28.32
0.0427785,-28.31
0.0428331,-28.3
0.0428878,-28.29
0.0429426,-28.28
0.0429974,-28.27
0.0430523,-28.26
0.0431073,-28.25
0.0431623,-28.24
0.0432174,-28.23
0.0432726,-28.22
0.0433278,-28.21
0.0433831,-28.2
0.0434385,-28.19
0.0434939,-28.18
0.0435494,-28.17
0.043605,-28.16
0.0436606,-28.15
0.0437163,-28.14
0.0437721,-28.13
0.0438279,-28.12
0.0438838,-28.11
0.0439398,-28.1
0.0439959,-28.09
0.044052,-28.08
0.0441082,-28.07
0.0441644,-28.06
0.0442207,-28.05
0.0442771,-28.04
0.0443336,-28.03
0.0443901,-28.02
0.0444467,-28.01
0.0445034,-28
0.0445601,-27.99
0.0446169,-27.98
0.0446738,-27.97
0.0447307,-27.96
0.0447877,-27.95
0.0448448,-27.94
0.0449019,-27.93
0.0449591,-27.92
0.0450164,-27.91
0.0450738,-27.9
0.0451312,-27.89
0.0451887,-27.88
0.0452463,-27.87
0.0453039,-27.86
0.0453616,-27.85
0.0454194,-27.84
0.0454772,-27.83
0.0455351,-27.82
0.0455931,-27.81
0.0456512,-27.8
0.0457093,-27.79
0.0457675,-27.78
0.0458258,-27.77
0.0458841,-27.76
0.0459425,-27.75
0.046001,-27.74
0.0460595,-27.73
0.0461181,-27.72
0.0461768,-27.71
0.0462356,-27.7
0.0462944,-27.69
0.0463533,-27.68
0.0464123,-27.67
0.0464714,-27.66
0.0465305,-27.65
0.0465897,-27.64
0.0466489,-27.63
0.0467083,-27.62
0.0467677,-27.61
0.0468271,-27.6
0.0468867,-27.59
0.0469463,-27.58
0.047006,-27.57
0.0470658,-27.56
0.0471256,-27.55
0.0471855,-27.54
0.0472455,-27.53
0.0473055,-27.52
0.0473657,-27.51
0.0474259,-27.5
0.0474861,-27.49
0.0475465,-27.48
0.0476069,-27.47
0.0476674,-27.46
0.047728,-27.45
0.0477886,-27.44
0.0478493,-27.43
0.0479101,-27.42
0.0479709,-27.41
0.0480319,-27.4
0.0480929,-27.39
0.048154,-27.38
0.0482151,-27.37
0.0482763,-27.36
0.0483376,-27.35
0.048399,-27.34
0.0484604,-27.33
0.048522,-27.32
0.0485836,-27.31
0.0486452,-27.3
0.048707,-27.29
0.0487688,-27.28
0.0488307,-27.27
0.0488926,-27.26
0.0489547,-27.25
0.0490168,-27.24
0.049079,-27.23
0.0491413,-27.22
0.0492036,-27.21
0.049266,-27.2
0.0493285,-27.19
0.0493911,-27.18
0.0494537,-27.17
0.0495164,-27.16
0.0495792,-27.15
0.0496421,-27.14
0.049705,-27.13
0.049768,-27.12
0.0498311,-27.11
0.0498943,-27.1
0.0499575,-27.09
0.0500209,-27.08
0.0500843,-27.07
0.0501477,-27.06
0.0502113,-27.05
0.0502749,-27.04
0.0503386,-27.03
0.0504024,-27.02
0.0504662,-27.01
0.0505302,-27
0.0505942,-26.99
0.0506583,-26.98
0.0507224,-26.97
0.0507867,-26.96
0.050851,-26.95
0.0509154,-26.94
0.0509798,-26.93
0.0510444,-26.92
0.051109,-26.91
0.0511737,-26.9
0.0512385,-26.89
0.0513033,-26.88
0.0513683,-26.87
0.0514333,-26.86
0.0514984,-26.85
0.0515635,-26.84
0.0516288,-26.83
0.0516941,-26.82
0.0517595,-26.81
0.051825,-26.8
0.0518905,-26.79
0.0519562,-26.78
0.0520219,-26.77
0.0520877,-26.76
0.0521536,-26.75
0.0522195,-26.74
0.0522855,-26.73
0.0523517,-26.72
0.0524178,-26.71
0.0524841,-26.7
0.0525505,-26.69
0.0526169,-26.68
0.0526834,-26.67
0.05275,-26.66
0.0528166,-26.65
0.0528834,-26.64
0.0529502,-26.63
0.0530171,-26.62
0.0530841,-26.61
0.0531511,-26.6
0.0532183,-26.59
0.0532855,-26.58
0.0533528,-26.57
0.0534202,-26.56
0.0534876,-26.55
0.0535552,-26.54
0.0536228,-26.53
0.0536905,-26.52
0.0537583,-26.51
0.0538262,-26.5
0.0538941,-26.49
0.0539621,-26.48
0.0540302,-26.47
0.0540984,-26.46
0.0541667,-26.45
0.0542351,-26.44
0.0543035,-26.43
0.054372,-26.42
0.0544406,-26.41
0.0545093,-26.4
0.054578,-26.39
0.0546469,-26.38
0.0547158,-26.37
0.0547848,-26.36
0.0548539,-26.35
0.054923,-26.34
0.0549923,-26.33
0.0550616,-26.32
0.055131,-26.31
0.0552005,-26.3
0.0552701,-26.29
0.0553398,-26.28
0.0554095,-26.27
0.0554794,-26.26
0.0555493,-26.25
0.0556193,-26.24
0.0556893,-26.23
0.0557595,-26.22
0.0558297,-26.21
0.0559001,-26.2
0.0559705,-26.19
0.056041,-26.18
0.0561115,-26.17
0.0561822,-26.16
0.0562529,-26.15
0.0563238,-26.14
0.0563947,-26.13
0.0564657,-26.12
0.0565367,-26.11
0.0566079,-26.1
0.0566792,-26.09
0.0567505,-26.08
0.0568219,-26.07
0.0568934,-26.06
0.056965,-26.05
0.0570367,-26.04
0.0571084,-26.03
0.0571802,-26.02
0.0572522,-26.01
0.0573242,-26
0.0573963,-25.99
0.0574684,-25.98
0.0575407,-25.97
0.0576131,-25.96
0.0576855,-25.95
0.057758,-25.94
0.0578306,-25.93
0.0579033,-25.92
0.0579761,-25.91
0.058049,-25.9
0.0581219,-25.89
0.0581949,-25.88
0.0582681,-25.87
0.0583413,-25.86
0.0584146,-25.85
0.0584879,-25.84
0.0585614,-25.83
0.058635,-25.82
0.0587086,-25.81
0.0587823,-25.8
0.0588561,-25.79
0.05893,-25.78
0.059004,-25.77
0.0590781,-25.76
0.0591523,-25.75
0.0592265,-25.74
0.0593008,-25.73
0.0593753,-25.72
0.0594498,-25.71
0.0595244,-25.7
0.0595991,-25.69
0.0596738,-25.68
0.0597487,-25.67
0.0598236,-25.66
0.0598987,-25.65
0.0599738,-25.64
0.060049,-25.63
0.0601243,-25.62
0.0601997,-25.61
0.0602752,-25.6
0.0603507,-25.59
0.0604264,-25.58
0.0605021,-25.57
0.060578,-25.56
0.0606539,-25.55
0.0607299,-25.54
0.060806,-25.53
0.0608822,-25.52
0.0609585,-25.51
0.0610349,-25.5
0.0611113,-25.49
0.0611879,-25.48
0.0612645,-25.47
0.0613412,-25.46
0.061418,-25.45
0.0614949,-25.44
0.0615719,-25.43
0.061649,-25.42
0.0617262,-25.41
0.0618035,-25.4
0.0618808,-25.39
0.0619583,-25.38
0.0620358,-25.37
0.0621134,-25.36
0.0621912,-25.35
0.062269,-25.34
0.0623469,-25.33
0.0624249,-25.32
0.0625029,-25.31
0.0625811,-25.3
0.0626594,-25.29
0.0627377,-25.28
0.0628162,-25.27
0.0628947,-25.26
0.0629734,-25.25
0.0630521,-25.24
0.0631309,-25.23
0.0632098,-25.22
0.0632888,-25.21
0.0633679,-25.2
0.0634471,-25.19
0.0635263,-25.18
0.0636057,-25.17
0.0636852,-25.16
0.0637647,-25.15
0.0638444,-25.14
0.0639241,-25.13
0.0640039,-25.12
0.0640839,-25.11
0.0641639,-25.1
0.064244,-25.09
0.0643242,-25.08
0.0644045,-25.07
0.0644849,-25.06
0.0645654,-25.05
0.0646459,-25.04
0.0647266,-25.03
0.0648074,-25.02
0.0648882,-25.01
0.0649692,-25
0.0650502,-24.99
0.0651314,-24.98
0.0652126,-24.97
0.0652939,-24.96
0.0653753,-24.95
0.0654568,-24.94
0.0655385,-24.93
0.0656202,-24.92
0.065702,-24.91
0.0657839,-24.9
0.0658658,-24.89
0.0659479,-24.88
0.0660301,-24.87
0.0661124,-24.86
0.0661948,-24.85
0.0662772,-24.84
0.0663598,-24.83
0.0664424,-24.82
0.0665252,-24.81
0.066608,-24.8
0.066691,-24.79
0.066774,-24.78
0.0668572,-24.77
0.0669404,-24.76
0.0670237,-24.75
0.0671071,-24.74
0.0671907,-24.73
0.0672743,-24.72
0.067358,-24.71
0.0674418,-24.7
0.0675257,-24.69
0.0676097,-24.68
0.0676938,-24.67
0.067778,-24.66
0.0678623,-24.65
0.0679467,-24.64
0.0680312,-24.63
0.0681158,-24.62
0.0682004,-24.61
0.0682852,-24.6
0.0683701,-24.59
0.0684551,-24.58
0.0685402,-24.57
0.0686253,-24.56
0.0687106,-24.55
0.068796,-24.54
0.0688814,-24.53
0.068967,-24.52
0.0690527,-24.51
0.0691384,-24.5
0.0692243,-24.49
0.0693102,-24.48
0.0693963,-24.47
0.0694825,-24.46
0.0695687,-24.45
0.0696551,-24.44
0.0697415,-24.43
0.0698281,-24.42
0.0699147,-24.41
0.0700015,-24.4
0.0700883,-24.39
0.0701753,-24.38
0.0702623,-24.37
0.0703495,-24.36
0.0704367,-24.35
0.0705241,-24.34
0.0706115,-24.33
0.0706991,-24.32
0.0707867,-24.31
0.0708745,-24.3
0.0709623,-24.29
0.0710503,-24.28
0.0711383,-24.27
0.0712265,-24.26
0.0713148,-24.25
0.0714031,-24.24
0.0714916,-24.23
0.0715801,-24.22
0.0716688,-24.21
0.0717575,-24.2
0.0718464,-24.19
0.0719354,-24.18
0.0720244,-24.17
0.0721136,-24.16
0.0722029,-24.15
0.0722922,-24.14
0.0723817,-24.13
0.0724713,-24.12
0.072561,-24.11
0.0726507,-24.1
0.0727406,-24.09
0.0728306,-24.08
0.0729207,-24.07
0.0730109,-24.06
0.0731012,-24.05
0.0731916,-24.04
0.0732821,-24.03
0.0733727,-24.02
0.0734634,-24.01
0.0735542,-24
0.0736451,-23.99
0.0737361,-23.98
0.0738272,-23.97
0.0739184,-23.96
0.0740098,-23.95
0.0741012,-23.94
0.0741927,-23.93
0.0742844,-23.92
0.0743761,-23.91
0.0744679,-23.9
0.0745599,-23.89
0.0746519,-23.88
0.0747441,-23.87
0.0748364,-23.86
0.0749287,-23.85
0.0750212,-23.84
0.0751138,-23.83
0.0752065,-23.82
0.0752992,-23.81
0.0753921,-23.8
0.0754851,-23.79
0.0755782,-23.78
0.0756714,-23.77
0.0757648,-23.76
0.0758582,-23.75
0.0759517,-23.74
0.0760453,-23.73
0.0761391,-23.72
0.0762329,-23.71
0.0763269,-23.7
0.0764209,-23.69
0.0765151,-23.68
0.0766093,-23.67
0.0767037,-23.66
0.0767982,-23.65
0.0768928,-23.64
0.0769875,-23.63
0.0770823,-23.62
0.0771772,-23.61
0.0772722,-23.6
0.0773673,-23.59
0.0774626,-23.58
0.0775579,-23.57
0.0776533,-23.56
0.0777489,-23.55
0.0778445,-23.54
0.0779403,-23.53
0.0780362,-23.52
0.0781322,-23.51
0.0782283,-23.5
0.0783245,-23.49
0.0784208,-23.48
0.0785172,-23.47
0.0786137,-23.46
0.0787103,-23.45
0.0788071,-23.44
0.0789039,-23.43
0.0790009,-23.42
0.079098,-23.41
0.0791951,-23.4
0.0792924,-23.39
0.0793898,-23.38
0.0794873,-23.37
0.0795849,-23.36
0.0796827,-23.35
0.0797805,-23.34
0.0798784,-23.33
0.0799765,-23.32
0.0800746,-23.31
0.0801729,-23.3
0.0802713,-23.29
0.0803698,-23.28
0.0804684,-23.27
0.0805671,-23.26
0.0806659,-23.25
0.0807649,-23.24
0.0808639,-23.23
0.0809631,-23.22
0.0810623,-23.21
0.0811617,-23.2
0.0812612,-23.19
0.0813608,-23.18
0.0814605,-23.17
0.0815603,-23.16
0.0816603,-23.15
0.0817603,-23.14
0.0818605,-23.13
0.0819607,-23.12
0.0820611,-23.11
0.0821616,-23.1
0.0822622,-23.09
0.0823629,-23.08
0.0824637,-23.07
0.0825647,-23.06
0.0826657,-23.05
0.0827669,-23.04
0.0828682,-23.03
0.0829696,-23.02
0.0830711,-23.01
0.0831727,-23
0.0832744,-22.99
0.0833763,-22.98
0.0834782,-22.97
0.0835803,-22.96
0.0836825,-22.95
0.0837848,-22.94
0.0838872,-22.93
0.0839897,-22.92
0.0840923,-22.91
0.0841951,-22.9
0.084298,-22.89
0.0844009,-22.88
0.084504,-22.87
0.0846072,-22.86
0.0847106,-22.85
0.084814,-22.84
0.0849176,-22.83
0.0850212,-22.82
0.085125,-22.81
0.0852289,-22.8
0.0853329,-22.79
0.085437,-22.78
0.0855413,-22.77
0.0856456,-22.76
0.0857501,-22.75
0.0858547,-22.74
0.0859594,-22.73
0.0860642,-22.72
0.0861691,-22.71
0.0862742,-22.7
0.0863794,-22.69
0.0864846,-22.68
0.08659,-22.67
0.0866956,-22.66
0.0868012,-22.65
0.0869069,-22.64
0.0870128,-22.63
0.0871188,-22.62
0.0872249,-22.61
0.0873311,-22.6
0.0874374,-22.59
0.0875439,-22.58
0.0876504,-22.57
0.0877571,-22.56
0.0878639,-22.55
0.0879708,-22.54
0.0880779,-22.53
0.088185,-22.52
0.0882923,-22.51
0.0883997,-22.5
0.0885072,-22.49
0.0886148,-22.48
0.0887225,-22.47
0.0888304,-22.46
0.0889384,-22.45
0.0890465,-22.44
0.0891547,-22.43
0.089263,-22.42
0.0893715,-22.41
0.0894801,-22.4
0.0895887,-22.39
0.0896976,-22.38
0.0898065,-22.37
0.0899155,-22.36
0.0900247,-22.35
0.090134,-22.34
0.0902434,-22.33
0.0903529,-22.32
0.0904626,-22.31
0.0905723,-22.3
0.0906822,-22.29
0.0907922,-22.28
0.0909023,-22.27
0.0910126,-22.26
0.091123,-22.25
0.0912334,-22.24
0.0913441,-22.23
0.0914548,-22.22
0.0915656,-22.21
0.0916766,-22.2
0.0917877,-22.19
0.0918989,-22.18
0.0920102,-22.17
0.0921217,-22.16
0.0922333,-22.15
0.092345,-22.14
0.0924568,-22.13
0.0925687,-22.12
0.0926808,-22.11
0.092793,-22.1
0.0929053,-22.09
0.0930177,-22.08
0.0931302,-22.07
0.0932429,-22.06
0.0933557,-22.05
0.0934686,-22.04
0.0935816,-22.03
0.0936948,-22.02
0.0938081,-22.01
0.0939215,-22
0.094035,-21.99
0.0941487,-21.98
0.0942625,-21.97
0.0943763,-21.96
0.0944904,-21.95
0.0946045,-21.94
0.0947188,-21.93
0.0948332,-21.92
0.0949477,-21.91
0.0950623,-21.9
0.0951771,-21.89
0.095292,-21.88
